"","FIPS","STATE","COUNTY","PopArcosTotal"
"815","19063","IA","Emmet",10389
"816","19065","IA","Fayette",20992
"817","19067","IA","Floyd",16394
"818","19069","IA","Franklin",10697
"819","19071","IA","Fremont",7528
"820","19073","IA","Greene",9448
"821","19075","IA","Grundy",12401
"822","19077","IA","Guthrie",11040
"823","19079","IA","Hamilton",15874
"824","19081","IA","Hancock",11505
"825","19083","IA","Hardin",17685
"826","19085","IA","Harrison",15073
"827","19087","IA","Henry",20263
"828","19089","IA","Howard",9610
"829","19091","IA","Humboldt",9905
"830","19093","IA","Ida",7172
"831","19095","IA","Iowa",16353
"832","19097","IA","Jackson",19942
"833","19099","IA","Jasper",37050
"834","19101","IA","Jefferson",16643
"835","19103","IA","Johnson",126994
"836","19105","IA","Jones",20708
"837","19107","IA","Keokuk",10614
"838","19109","IA","Kossuth",15748
"839","19111","IA","Lee",35991
"840","19113","IA","Linn",207765
"841","19115","IA","Louisa",11683
"842","19117","IA","Lucas",9116
"843","19119","IA","Lyon",11564
"844","19121","IA","Madison",15488
"845","19123","IA","Mahaska",22382
"846","19125","IA","Marion",33378
"847","19127","IA","Marshall",40131
"848","19129","IA","Mills",15157
"849","19131","IA","Mitchell",10801
"850","19133","IA","Monona",9346
"851","19135","IA","Monroe",7918
"852","19137","IA","Montgomery",10901
"853","19139","IA","Muscatine",42501
"854","19141","IA","Obrien",14419
"855","19143","IA","Osceola",6576
"856","19145","IA","Page",16095
"857","19147","IA","Palo Alto",9508
"858","19149","IA","Plymouth",24933
"859","19151","IA","Pocahontas",7509
"860","19153","IA","Polk",419301
"861","19155","IA","Pottawattamie",91928
"862","19157","IA","Poweshiek",19012
"863","19159","IA","Ringgold",5169
"864","19161","IA","Sac",10480
"865","19163","IA","Scott",162184
"866","19165","IA","Shelby",12328
"867","19167","IA","Sioux",33377
"868","19169","IA","Story",87594
"869","19171","IA","Tama",17952
"870","19173","IA","Taylor",6402
"871","19175","IA","Union",12409
"872","19177","IA","Van Buren",7645
"873","19179","IA","Wapello",35553
"874","19181","IA","Warren",45346
"875","19183","IA","Washington",21626
"876","19185","IA","Wayne",6404
"877","19187","IA","Webster",38286
"878","19189","IA","Winnebago",10962
"879","19191","IA","Winneshiek",21031
"880","19193","IA","Woodbury",101217
"881","19195","IA","Worth",7628
"882","19197","IA","Wright",13384
"883","20001","KS","Allen",13473
"884","20003","KS","Anderson",8084
"885","20005","KS","Atchison",16889
"886","20007","KS","Barber",4900
"887","20009","KS","Barton",27499
"888","20011","KS","Bourbon",15097
"889","20013","KS","Brown",10019
"890","20015","KS","Butler",64853
"891","20017","KS","Chase",2834
"892","20019","KS","Chautauqua",3736
"893","20021","KS","Cherokee",21740
"894","20023","KS","Cheyenne",2783
"895","20025","KS","Clark",2231
"896","20027","KS","Clay",8531
"897","20029","KS","Cloud",9538
"898","20031","KS","Coffey",8587
"899","20033","KS","Comanche",1865
"900","20035","KS","Cowley",36140
"901","20037","KS","Crawford",38985
"902","20039","KS","Decatur",3015
"903","20041","KS","Dickinson",19643
"904","20043","KS","Doniphan",7957
"905","20045","KS","Douglas",109052
"906","20047","KS","Edwards",3052
"907","20049","KS","Elk",2930
"908","20051","KS","Ellis",28039
"909","20053","KS","Ellsworth",6476
"910","20055","KS","Finney",36139
"911","20057","KS","Ford",32727
"912","20059","KS","Franklin",25841
"913","20061","KS","Geary",30537
"914","20063","KS","Gove",2721
"915","20065","KS","Graham",2663
"916","20067","KS","Grant",7744
"917","20069","KS","Gray",5870
"918","20071","KS","Greeley",1294
"919","20073","KS","Greenwood",6824
"920","20075","KS","Hamilton",2643
"921","20077","KS","Harper",6033
"922","20079","KS","Harvey",34150
"923","20081","KS","Haskell",4196
"924","20083","KS","Hodgeman",1955
"925","20085","KS","Jackson",13360
"926","20087","KS","Jefferson",19059
"927","20089","KS","Jewell",3151
"928","20091","KS","Johnson",531228
"929","20093","KS","Kearny",3966
"930","20095","KS","Kingman",7949
"931","20097","KS","Kiowa",2671
"932","20099","KS","Labette",21791
"933","20101","KS","Lane",1725
"934","20103","KS","Leavenworth",74611
"935","20105","KS","Lincoln",3308
"936","20107","KS","Linn",9782
"937","20109","KS","Logan",2774
"938","20111","KS","Lyon",34974
"939","20113","KS","McPherson",29178
"940","20115","KS","Marion",12689
"941","20117","KS","Marshall",10147
"942","20119","KS","Meade",4523
"943","20121","KS","Miami",32116
"944","20123","KS","Mitchell",6383
"945","20125","KS","Montgomery",35453
"946","20127","KS","Morris",5946
"947","20129","KS","Morton",3244
"948","20131","KS","Nemaha",10253
"949","20133","KS","Neosho",16538
"950","20135","KS","Ness",3120
"951","20137","KS","Norton",5692
"952","20139","KS","Osage",16426
"953","20141","KS","Osborne",3906
"954","20143","KS","Ottawa",6107
"955","20145","KS","Pawnee",6913
"956","20147","KS","Phillips",5601
"957","20149","KS","Pottawatomie",20781
"958","20151","KS","Pratt",9670
"959","20153","KS","Rawlins",2594
"960","20155","KS","Reno",64054
"961","20157","KS","Republic",5069
"962","20159","KS","Rice",10128
"963","20161","KS","Riley",69035
"964","20163","KS","Rooks",5241
"965","20165","KS","Rush",3290
"966","20167","KS","Russell",6915
"967","20169","KS","Saline",54982
"968","20171","KS","Scott",4832
"969","20173","KS","Sedgwick",486123
"970","20175","KS","Seward",22588
"971","20177","KS","Shawnee",175537
"972","20179","KS","Sheridan",2578
"973","20181","KS","Sherman",6002
"974","20183","KS","Smith",3934
"975","20185","KS","Stafford",4433
"976","20187","KS","Stanton",2197
"977","20189","KS","Stevens",5533
"978","20191","KS","Sumner",24257
"979","20193","KS","Thomas",7757
"980","20195","KS","Trego",2979
"981","20197","KS","Wabaunsee",7004
"982","20199","KS","Wallace",1440
"983","20201","KS","Washington",5851
"984","20203","KS","Wichita",2244
"985","20205","KS","Wilson",9598
"986","20207","KS","Woodson",3352
"987","20209","KS","Wyandotte",155462
"988","21001","KY","Adair",18542
"989","21003","KY","Allen",19688
"990","21005","KY","Anderson",21080
"991","21007","KY","Ballard",8225
"992","21009","KY","Barren",41685
"993","21011","KY","Bath",11565
"994","21013","KY","Bell",28793
"995","21015","KY","Boone",114723
"996","21017","KY","Bourbon",19947
"997","21019","KY","Boyd",49330
"998","21021","KY","Boyle",28245
"999","21023","KY","Bracken",8479
"1000","21025","KY","Breathitt",14202
"1001","21027","KY","Breckinridge",19893
"1002","21029","KY","Bullitt",72515
"1003","21031","KY","Butler",12763
"1004","21033","KY","Caldwell",12934
"1005","21035","KY","Calloway",36763
"1006","21037","KY","Campbell",89016
"1007","21039","KY","Carlisle",5126
"1008","21041","KY","Carroll",10703
"1009","21043","KY","Carter",27821
"1010","21045","KY","Casey",15939
"1011","21047","KY","Christian",72678
"1012","21049","KY","Clark",35305
"1013","21051","KY","Clay",22197
"1014","21053","KY","Clinton",10161
"1015","21055","KY","Crittenden",9313
"1016","21057","KY","Cumberland",6931
"1017","21059","KY","Daviess",95398
"1018","21061","KY","Edmonson",12086
"1019","21063","KY","Elliott",7493
"1020","21065","KY","Estill",14733
"1021","21067","KY","Fayette",288045
"1022","21069","KY","Fleming",14318
"1023","21071","KY","Floyd",39949
"1024","21073","KY","Franklin",49067
"1025","21075","KY","Fulton",6858
"1026","21077","KY","Gallatin",8428
"1027","21079","KY","Garrard",16842
"1028","21081","KY","Grant",24604
"1029","21083","KY","Graves",36958
"1030","21085","KY","Grayson",25540
"1031","21087","KY","Green",11377
"1032","21089","KY","Greenup",36962
"1033","21091","KY","Hancock",8555
"1034","21093","KY","Hardin",100876
"1035","21095","KY","Harlan",29688
"1036","21097","KY","Harrison",18761
"1037","21099","KY","Hart",18201
"1038","21101","KY","Henderson",45943
"1039","21103","KY","Henry",15474
"1040","21105","KY","Hickman",4949
"1041","21107","KY","Hopkins",46886
"1042","21109","KY","Jackson",13560
"1043","21111","KY","Jefferson",729452
"1044","21113","KY","Jessamine",47073
"1045","21115","KY","Johnson",23325
"1046","21117","KY","Kenton",158034
"1047","21119","KY","Knott",16587
"1048","21121","KY","Knox",31765
"1049","21123","KY","Larue",14080
"1050","21125","KY","Laurel",58155
"1051","21127","KY","Lawrence",15841
"1052","21129","KY","Lee",7865
"1053","21131","KY","Leslie",11470
"1054","21133","KY","Letcher",24462
"1055","21135","KY","Lewis",13968
"1056","21137","KY","Lincoln",24779
"1057","21139","KY","Livingston",9514
"1058","21141","KY","Logan",26838
"1059","21143","KY","Lyon",8367
"1060","21145","KY","McCracken",65217
"1061","21147","KY","McCreary",18122
"1062","21149","KY","Mclean",9635
"1063","21151","KY","Madison",81580
"1064","21153","KY","Magoffin",13294
"1065","21155","KY","Marion",19619
"1066","21157","KY","Marshall",31386
"1067","21159","KY","Martin",13138
"1068","21161","KY","Mason",17362
"1069","21163","KY","Meade",28907
"1070","21165","KY","Menifee",6427
"1071","21167","KY","Mercer",21272
"1072","21169","KY","Metcalfe",10130
"1073","21171","KY","Monroe",11089
"1074","21173","KY","Montgomery",25908
"1075","21175","KY","Morgan",14055
"1076","21177","KY","Muhlenberg",31541
"1077","21179","KY","Nelson",42523
"1078","21181","KY","Nicholas",7136
"1079","21183","KY","Ohio",23837
"1080","21185","KY","Oldham",58784
"1081","21187","KY","Owen",10928
"1082","21189","KY","Owsley",4742
"1083","21191","KY","Pendleton",14894
"1084","21193","KY","Perry",28739
"1085","21195","KY","Pike",65309
"1086","21197","KY","Powell",12786
"1087","21199","KY","Pulaski",62062
"1088","21201","KY","Robertson",2278
"1089","21203","KY","Rockcastle",17075
"1090","21205","KY","Rowan",23075
"1091","21207","KY","Russell",17445
"1092","21209","KY","Scott",44868
"1093","21211","KY","Shelby",40899
"1094","21213","KY","Simpson",17214
"1095","21215","KY","Spencer",16582
"1096","21217","KY","Taylor",24247
"1097","21219","KY","Todd",12307
"1098","21221","KY","Trigg",14117
"1099","21223","KY","Trimble",8872
"1100","21225","KY","Union",15077
"1101","21227","KY","Warren",109775
"1102","21229","KY","Washington",11593
"1103","21231","KY","Wayne",20716
"1104","21233","KY","Webster",13734
"1105","21235","KY","Whitley",36006
"1106","21237","KY","Wolfe",7315
"1107","21239","KY","Woodford",24523
"1108","22001","LA","Acadia",61139
"1109","22003","LA","Allen",25816
"1110","22005","LA","Ascension",102501
"1111","22007","LA","Assumption",23487
"1112","22009","LA","Avoyelles",42013
"1113","22011","LA","Beauregard",35000
"1114","22013","LA","Bienville",14546
"1115","22015","LA","Bossier",113837
"1116","22017","LA","Caddo",253048
"1117","22019","LA","Calcasieu",189134
"1118","22021","LA","Caldwell",10188
"1119","22023","LA","Cameron",7280
"1120","22025","LA","Catahoula",10465
"1121","22027","LA","Claiborne",17160
"1122","22029","LA","Concordia",20502
"1123","22031","LA","De Soto",26465
"1124","22033","LA","East Baton Rouge",435815
"1125","22035","LA","East Carroll",7964
"1126","22037","LA","East Feliciana",20417
"1127","22039","LA","Evangeline",34419
"1128","22041","LA","Franklin",20727
"1129","22043","LA","Grant",21675
"1130","22045","LA","Iberia",73395
"1131","22047","LA","Iberville",33513
"1132","22049","LA","Jackson",16078
"1133","22051","LA","Jefferson",431019
"1134","22053","LA","Jefferson Davis",31500
"1135","22055","LA","Lafayette",215581
"1136","22057","LA","Lafourche",95428
"1137","22059","LA","La Salle",14680
"1138","22061","LA","Lincoln",45797
"1139","22063","LA","Livingston",122798
"1140","22065","LA","Madison",12286
"1141","22067","LA","Morehouse",28388
"1142","22069","LA","Natchitoches",39274
"1143","22071","LA","Orleans",295285
"1144","22073","LA","Ouachita",152207
"1145","22075","LA","Plaquemines",22710
"1146","22077","LA","Pointe Coupee",22837
"1147","22079","LA","Rapides",130800
"1148","22081","LA","Red River",9181
"1149","22083","LA","Richland",20692
"1150","22085","LA","Sabine",24119
"1151","22087","LA","Saint Bernard",27739
"1152","22089","LA","Saint Charles",52645
"1153","22091","LA","Saint Helena",11125
"1154","22093","LA","Saint James",22096
"1155","22095","LA","St John The Baptist",46728
"1156","22097","LA","Saint Landry",84309
"1157","22099","LA","Saint Martin",51721
"1158","22101","LA","Saint Mary",54348
"1159","22103","LA","Saint Tammany",228894
"1160","22105","LA","Tangipahoa",118190
"1161","22107","LA","Tensas",5430
"1162","22109","LA","Terrebonne",111131
"1163","22111","LA","Union",22750
"1164","22113","LA","Vermilion",57280
"1165","22115","LA","Vernon",50451
"1166","22117","LA","Washington",46578
"1167","22119","LA","Webster",41238
"1168","22121","LA","West Baton Rouge",23274
"1169","22123","LA","West Carroll",11689
"1170","22125","LA","West Feliciana",15681
"1171","22127","LA","Winn",15477
"1172","23001","ME","Androscoggin",107882
"1173","23003","ME","Aroostook",72412
"1174","23005","ME","Cumberland",279994
"1175","23007","ME","Franklin",30657
"1176","23009","ME","Hancock",54309
"1177","23011","ME","Kennebec",121925
"1178","23013","ME","Knox",40111
"1179","23015","ME","Lincoln",34719
"1180","23017","ME","Oxford",57867
"1181","23019","ME","Penobscot",152934
"1182","23021","ME","Piscataquis",17555
"1183","23023","ME","Sagadahoc",35688
"1184","23025","ME","Somerset",52261
"1185","23027","ME","Waldo",38740
"1186","23029","ME","Washington",33154
"1187","23031","ME","York",197457
"1188","24001","MD","Allegany",74638
"1189","24003","MD","Anne Arundel",527020
"1190","24005","MD","Baltimore",799195
"1191","24009","MD","Calvert",87891
"1192","24011","MD","Caroline",32805
"1193","24013","MD","Carroll",167208
"1194","24015","MD","Cecil",100139
"1195","24017","MD","Charles",143912
"1196","24019","MD","Dorchester",32287
"1197","24021","MD","Frederick",229205
"1198","24023","MD","Garrett",30145
"1199","24025","MD","Harford",242888
"1200","24027","MD","Howard",279366
"1201","24029","MD","Kent",20018
"1202","24031","MD","Montgomery",947230
"1203","24033","MD","Prince Georges",854722
"1204","24035","MD","Queen Annes",46945
"1205","24037","MD","Saint Marys",102086
"1206","24039","MD","Somerset",26411
"1207","24041","MD","Talbot",37361
"1208","24043","MD","Washington",146329
"1209","24045","MD","Wicomico",96951
"1210","24047","MD","Worcester",51133
"1211","24510","MD","Baltimore City",620538
"1212","25001","MA","Barnstable",217483
"1213","25003","MA","Berkshire",131528
"1214","25005","MA","Bristol",546433
"1215","25007","MA","Dukes",16155
"1216","25009","MA","Essex",735642
"1217","25011","MA","Franklin",71523
"1218","25013","MA","Hampden",462270
"1219","25015","MA","Hampshire",157326
"1220","25017","MA","Middlesex",1479491
"1221","25019","MA","Nantucket",10069
"1222","25021","MA","Norfolk",662077
"1223","25023","MA","Plymouth",490784
"1224","25025","MA","Suffolk",704460
"1225","25027","MA","Worcester",791855
"1226","26001","MI","Alcona",11238
"1227","26003","MI","Alger",9604
"1228","26005","MI","Allegan",111385
"1229","26007","MI","Alpena",29958
"1230","26009","MI","Antrim",23975
"1231","26011","MI","Arenac",16487
"1232","26013","MI","Baraga",8882
"1233","26015","MI","Barry",59576
"1234","26017","MI","Bay",108156
"1235","26019","MI","Benzie",17705
"1236","26021","MI","Berrien",157232
"1237","26023","MI","Branch",46083
"1238","26025","MI","Calhoun",137112
"1239","26027","MI","Cass",52429
"1240","26029","MI","Charlevoix",26228
"1241","26031","MI","Cheboygan",26699
"1242","26033","MI","Chippewa",39078
"1243","26035","MI","Clare",31162
"1244","26037","MI","Clinton",74235
"1245","26039","MI","Crawford",14325
"1246","26041","MI","Delta",37403
"1247","26043","MI","Dickinson",26584
"1248","26045","MI","Eaton",108002
"1249","26047","MI","Emmet",32806
"1250","26049","MI","Genesee",433054
"1251","26051","MI","Gladwin",26076
"1252","26053","MI","Gogebic",16471
"1253","26055","MI","Grand Traverse",86061
"1254","26057","MI","Gratiot",42612
"1255","26059","MI","Hillsdale",47033
"1256","26061","MI","Houghton",36192
"1257","26063","MI","Huron",33642
"1258","26065","MI","Ingham",281365
"1259","26067","MI","Ionia",64651
"1260","26069","MI","Iosco",26422
"1261","26071","MI","Iron",12057
"1262","26073","MI","Isabella",69451
"1263","26075","MI","Jackson",161569
"1264","26077","MI","Kalamazoo",247246
"1265","26079","MI","Kalkaska",17400
"1266","26081","MI","Kent",599432
"1267","26083","MI","Keweenaw",2122
"1268","26085","MI","Lake",11625
"1269","26087","MI","Lapeer",89944
"1270","26089","MI","Leelanau",21757
"1271","26091","MI","Lenawee",100911
"1272","26093","MI","Livingston",181350
"1273","26095","MI","Luce",6685
"1274","26097","MI","Mackinac",11281
"1275","26099","MI","Macomb",837490
"1276","26101","MI","Manistee",24951
"1277","26103","MI","Marquette",66514
"1278","26105","MI","Mason",28715
"1279","26107","MI","Mecosta",42730
"1280","26109","MI","Menominee",24245
"1281","26111","MI","Midland",83626
"1282","26113","MI","Missaukee",14962
"1283","26115","MI","Monroe",152784
"1284","26117","MI","Montcalm",63553
"1285","26119","MI","Montmorency",9920
"1286","26121","MI","Muskegon",173223
"1287","26123","MI","Newaygo",48962
"1288","26125","MI","Oakland",1201113
"1289","26127","MI","Oceana",27029
"1290","26129","MI","Ogemaw",21862
"1291","26131","MI","Ontonagon",6976
"1292","26133","MI","Osceola",23681
"1293","26135","MI","Oscoda",8884
"1294","26137","MI","Otsego",24445
"1295","26139","MI","Ottawa",261376
"1296","26141","MI","Presque Isle",13697
"1297","26143","MI","Roscommon",24932
"1298","26145","MI","Saginaw",202336
"1299","26147","MI","Saint Clair",165719
"1300","26149","MI","Saint Joseph",61848
"1301","26151","MI","Sanilac",44010
"1302","26153","MI","Schoolcraft",8640
"1303","26155","MI","Shiawassee",71621
"1304","26157","MI","Tuscola",56543
"1305","26159","MI","Van Buren",76585
"1306","26161","MI","Washtenaw",343947
"1307","26163","MI","Wayne",1870362
"1308","26165","MI","Wexford",32653
"1309","27001","MN","Aitkin",16325
"1310","27003","MN","Anoka",327544
"1311","27005","MN","Becker",32274
"1312","27007","MN","Beltrami",43781
"1313","27009","MN","Benton",38148
"1314","27011","MN","Big Stone",5324
"1315","27013","MN","Blue Earth",62719
"1316","27015","MN","Brown",26030
"1317","27017","MN","Carlton",34958
"1318","27019","MN","Carver",88668
"1319","27021","MN","Cass",28648
"1320","27023","MN","Chippewa",12426
"1321","27025","MN","Chisago",52844
"1322","27027","MN","Clay",57089
"1323","27029","MN","Clearwater",8593
"1324","27031","MN","Cook",5211
"1325","27033","MN","Cottonwood",11712
"1326","27035","MN","Crow Wing",61836
"1327","27037","MN","Dakota",393380
"1328","27039","MN","Dodge",19829
"1329","27041","MN","Douglas",35909
"1330","27043","MN","Faribault",14819
"1331","27045","MN","Fillmore",20978
"1332","27047","MN","Freeborn",31387
"1333","27049","MN","Goodhue",45930
"1334","27051","MN","Grant",6082
"1335","27053","MN","Hennepin",1136522
"1336","27055","MN","Houston",19226
"1337","27057","MN","Hubbard",20205
"1338","27059","MN","Isanti",37682
"1339","27061","MN","Itasca",44835
"1340","27063","MN","Jackson",10403
"1341","27065","MN","Kanabec",16379
"1342","27067","MN","Kandiyohi",41869
"1343","27069","MN","Kittson",4620
"1344","27071","MN","Koochiching",13461
"1345","27073","MN","Lac Qui Parle",7343
"1346","27075","MN","Lake",10900
"1347","27077","MN","Lake of The Woods",4147
"1348","27079","MN","Le Sueur",27719
"1349","27081","MN","Lincoln",5935
"1350","27083","MN","Lyon",25606
"1351","27085","MN","McLeod",36789
"1352","27087","MN","Mahnomen",5359
"1353","27089","MN","Marshall",9580
"1354","27091","MN","Martin",20865
"1355","27093","MN","Meeker",23371
"1356","27095","MN","Mille Lacs",26075
"1357","27097","MN","Morrison",33093
"1358","27099","MN","Mower",38855
"1359","27101","MN","Murray",8779
"1360","27103","MN","Nicollet",32271
"1361","27105","MN","Nobles",21030
"1362","27107","MN","Norman",6865
"1363","27109","MN","Olmsted",141244
"1364","27111","MN","Otter Tail",57539
"1365","27113","MN","Pennington",13862
"1366","27115","MN","Pine",29413
"1367","27117","MN","Pipestone",9570
"1368","27119","MN","Polk",31336
"1369","27121","MN","Pope",11064
"1370","27123","MN","Ramsey",503113
"1371","27125","MN","Red Lake",4094
"1372","27127","MN","Redwood",16069
"1373","27129","MN","Renville",16007
"1374","27131","MN","Rice",63087
"1375","27133","MN","Rock",9606
"1376","27135","MN","Roseau",15864
"1377","27137","MN","Saint Louis",199472
"1378","27139","MN","Scott",126139
"1379","27141","MN","Sherburne",86823
"1380","27143","MN","Sibley",15219
"1381","27145","MN","Stearns",147927
"1382","27147","MN","Steele",36434
"1383","27149","MN","Stevens",9711
"1384","27151","MN","Swift",9946
"1385","27153","MN","Todd",24804
"1386","27155","MN","Traverse",3657
"1387","27157","MN","Wabasha",21743
"1388","27159","MN","Wadena",13809
"1389","27161","MN","Waseca",19168
"1390","27163","MN","Washington",232536
"1391","27165","MN","Watonwan",11212
"1392","27167","MN","Wilkin",6636
"1393","27169","MN","Winona",51304
"1394","27171","MN","Wright",120764
"1395","27173","MN","Yellow Medicine",10514
"1396","28001","MS","Adams",32659
"1397","28003","MS","Alcorn",36708
"1398","28005","MS","Amite",13318
"1399","28007","MS","Attala",19545
"1400","28009","MS","Benton",8652
"1401","28011","MS","Bolivar",35063
"1402","28013","MS","Calhoun",14945
"1403","28015","MS","Carroll",10608
"1404","28017","MS","Chickasaw",17689
"1405","28019","MS","Choctaw",8680
"1406","28021","MS","Claiborne",9928
"1407","28023","MS","Clarke",16808
"1408","28025","MS","Clay",20883
"1409","28027","MS","Coahoma",26681
"1410","28029","MS","Copiah",29521
"1411","28031","MS","Covington",19557
"1412","28033","MS","DeSoto",154715
"1413","28035","MS","Forrest",74290
"1414","28037","MS","Franklin",8130
"1415","28039","MS","George",22061
"1416","28041","MS","Greene",14009
"1417","28043","MS","Grenada",22169
"1418","28045","MS","Hancock",42408
"1419","28047","MS","Harrison",181791
"1420","28049","MS","Hinds",246067
"1421","28051","MS","Holmes",19597
"1422","28053","MS","Humphreys",9610
"1423","28055","MS","Issaquena",1893
"1424","28057","MS","Itawamba",23329
"1425","28059","MS","Jackson",137082
"1426","28061","MS","Jasper",17383
"1427","28063","MS","Jefferson",7970
"1428","28065","MS","Jefferson Davis",12666
"1429","28067","MS","Jones",67144
"1430","28069","MS","Kemper",10470
"1431","28071","MS","Lafayette",45859
"1432","28073","MS","Lamar",52559
"1433","28075","MS","Lauderdale",79405
"1434","28077","MS","Lawrence",13016
"1435","28079","MS","Leake",23547
"1436","28081","MS","Lee",81446
"1437","28083","MS","Leflore",33109
"1438","28085","MS","Lincoln",34622
"1439","28087","MS","Lowndes",59482
"1440","28089","MS","Madison",91987
"1441","28091","MS","Marion",26758
"1442","28093","MS","Marshall",37002
"1443","28095","MS","Monroe",37282
"1444","28097","MS","Montgomery",11138
"1445","28099","MS","Neshoba",29545
"1446","28101","MS","Newton",21828
"1447","28103","MS","Noxubee",11747
"1448","28105","MS","Oktibbeha",46529
"1449","28107","MS","Panola",34782
"1450","28109","MS","Pearl River",55923
"1451","28111","MS","Perry",12243
"1452","28113","MS","Pike",40284
"1453","28115","MS","Pontotoc",29523
"1454","28117","MS","Prentiss",25411
"1455","28119","MS","Quitman",8551
"1456","28121","MS","Rankin",138523
"1457","28123","MS","Scott",28180
"1458","28125","MS","Sharkey",4797
"1459","28127","MS","Simpson",27575
"1460","28129","MS","Smith",16443
"1461","28131","MS","Stone",16923
"1462","28133","MS","Sunflower",30504
"1463","28135","MS","Tallahatchie",15270
"1464","28137","MS","Tate",28198
"1465","28139","MS","Tippah",21993
"1466","28141","MS","Tishomingo",19535
"1467","28143","MS","Tunica",10817
"1468","28145","MS","Union",26922
"1469","28147","MS","Walthall",15530
"1470","28149","MS","Warren",48890
"1471","28151","MS","Washington",52455
"1472","28153","MS","Wayne",20971
"1473","28155","MS","Webster",10139
"1474","28157","MS","Wilkinson",10070
"1475","28159","MS","Winston",19378
"1476","28161","MS","Yalobusha",12869
"1477","28163","MS","Yazoo",28402
"1478","29001","MO","Adair",25315
"1479","29003","MO","Andrew",17006
"1480","29005","MO","Atchison",5811
"1481","29007","MO","Audrain",25684
"1482","29009","MO","Barry",35753
"1483","29011","MO","Barton",12634
"1484","29013","MO","Bates",17132
"1485","29015","MO","Benton",18975
"1486","29017","MO","Bollinger",12445
"1487","29019","MO","Boone",158067
"1488","29021","MO","Buchanan",88195
"1489","29023","MO","Butler",42437
"1490","29025","MO","Caldwell",9380
"1491","29027","MO","Callaway",43769
"1492","29029","MO","Camden",43157
"1493","29031","MO","Cape Girardeau",74283
"1494","29033","MO","Carroll",9485
"1495","29035","MO","Carter",6141
"1496","29037","MO","Cass",97598
"1497","29039","MO","Cedar",14091
"1498","29041","MO","Chariton",7871
"1499","29043","MO","Christian",74156
"1500","29045","MO","Clark",7169
"1501","29047","MO","Clay",215015
"1502","29049","MO","Clinton",20682
"1503","29051","MO","Cole",74767
"1504","29053","MO","Cooper",17583
"1505","29055","MO","Crawford",24640
"1506","29057","MO","Dade",7929
"1507","29059","MO","Dallas",16813
"1508","29061","MO","Daviess",8359
"1509","29063","MO","Dekalb",12872
"1510","29065","MO","Dent",15497
"1511","29067","MO","Douglas",13689
"1512","29069","MO","Dunklin",32140
"1513","29071","MO","Franklin",100737
"1514","29073","MO","Gasconade",15334
"1515","29075","MO","Gentry",6760
"1516","29077","MO","Greene",270190
"1517","29079","MO","Grundy",10214
"1518","29081","MO","Harrison",8941
"1519","29083","MO","Henry",22373
"1520","29085","MO","Hickory",9579
"1521","29087","MO","Holt",4944
"1522","29089","MO","Howard",10120
"1523","29091","MO","Howell",39763
"1524","29093","MO","Iron",10670
"1525","29095","MO","Jackson",666997
"1526","29097","MO","Jasper",115029
"1527","29099","MO","Jefferson",216262
"1528","29101","MO","Johnson",52041
"1529","29103","MO","Knox",4134
"1530","29105","MO","Laclede",35357
"1531","29107","MO","Lafayette",33313
"1532","29109","MO","Lawrence",38373
"1533","29111","MO","Lewis",10235
"1534","29113","MO","Lincoln",51333
"1535","29115","MO","Linn",12824
"1536","29117","MO","Livingston",14961
"1537","29119","MO","Mcdonald",23016
"1538","29121","MO","Macon",15539
"1539","29123","MO","Madison",12269
"1540","29125","MO","Maries",9203
"1541","29127","MO","Marion",28579
"1542","29129","MO","Mercer",3731
"1543","29131","MO","Miller",24805
"1544","29133","MO","Mississippi",14143
"1545","29135","MO","Moniteau",15468
"1546","29137","MO","Monroe",9078
"1547","29139","MO","Montgomery",12247
"1548","29141","MO","Morgan",20631
"1549","29143","MO","New Madrid",18847
"1550","29145","MO","Newton",57561
"1551","29147","MO","Nodaway",23031
"1552","29149","MO","Oregon",10739
"1553","29151","MO","Osage",13768
"1554","29153","MO","Ozark",9688
"1555","29155","MO","Pemiscot",18587
"1556","29157","MO","Perry",18919
"1557","29159","MO","Pettis",41587
"1558","29161","MO","Phelps",44473
"1559","29163","MO","Pike",18590
"1560","29165","MO","Platte",86894
"1561","29167","MO","Polk",30729
"1562","29169","MO","Pulaski",49114
"1563","29171","MO","Putnam",5040
"1564","29173","MO","Ralls",10127
"1565","29175","MO","Randolph",25495
"1566","29177","MO","Ray",23667
"1567","29179","MO","Reynolds",6698
"1568","29181","MO","Ripley",14057
"1569","29183","MO","Saint Charles",350606
"1570","29185","MO","Saint Clair",9757
"1571","29186","MO","Sainte Genevieve",18205
"1572","29187","MO","Saint Francois",64239
"1573","29189","MO","Saint Louis",999454
"1574","29195","MO","Saline",23126
"1575","29197","MO","Schuyler",4361
"1576","29199","MO","Scotland",4831
"1577","29201","MO","Scott",39370
"1578","29203","MO","Shannon",8404
"1579","29205","MO","Shelby",6439
"1580","29207","MO","Stoddard",30089
"1581","29209","MO","Stone",32003
"1582","29211","MO","Sullivan",6728
"1583","29213","MO","Taney",49324
"1584","29215","MO","Texas",25662
"1585","29217","MO","Vernon",20917
"1586","29219","MO","Warren",31635
"1587","29221","MO","Washington",24981
"1588","29223","MO","Wayne",13433
"1589","29225","MO","Webster",35678
"1590","29227","MO","Worth",2188
"1591","29229","MO","Wright",18731
"1592","29510","MO","Saint Louis City",318809
